SCHOOL_YEAR,SCH_NAME,LEA_NAME,STATE,ST,MCITY,MSTATE,NCESSCH,SCHID,LAT,LON,LOCALE
2023-2024,University High School,Ferndale Public Schools,MICHIGAN,MI,FERNDALE,MI,261428001901,2601901,42.46746,-83.134919,21
2023-2024,Ferndale High School,Ferndale Public Schools,MICHIGAN,MI,FERNDALE,MI,261428005072,2605072,42.4529,-83.148314,21
2023-2024,Tri County Educational Center,Ferndale Public Schools,MICHIGAN,MI,FERNDALE,MI,261428008350,2608350,42.450386,-83.159362,21
2023-2024,Fitzgerald Senior High School,Fitzgerald Public Schools,MICHIGAN,MI,WARREN,MI,261446005082,2605082,42.464593,-83.063328,12
2023-2024,Fitzgerald Virtual Academy,Fitzgerald Public Schools,MICHIGAN,MI,WARREN,MI,261446008625,2608625,42.464593,-83.063328,12
2023-2024,Southwestern Classical Academy,Flint School District of the City of,MICHIGAN,MI,FLINT,MI,261452005122,2605122,42.998114,-83.699671,13
2023-2024,Gateway to CollegeMott Community College,Flint School District of the City of,MICHIGAN,MI,FLINT,MI,261452008443,2608443,43.019931,-83.672461,13
2023-2024,Raider Virtual Academy,Flushing Community Schools,MICHIGAN,MI,FLUSHING,MI,261455008919,2608919,43.060204,-83.859834,21
2023-2024,Forest Area High School,Forest Area Community Schools,MICHIGAN,MI,FIFE LAKE,MI,261457005151,2605151,44.603297,-85.310667,42
2023-2024,Eastern High School,Forest Hills Public Schools,MICHIGAN,MI,ADA,MI,261461001662,2601662,43.0047,-85.5257,41
2023-2024,Central High School,Forest Hills Public Schools,MICHIGAN,MI,GRAND RAPIDS,MI,261461005155,2605155,42.9434,-85.5231,21
2023-2024,Northern High School,Forest Hills Public Schools,MICHIGAN,MI,GRAND RAPIDS,MI,261461005158,2605158,42.986,-85.576,21
2023-2024,Forest Hills Transition Center,Forest Hills Public Schools,MICHIGAN,MI,GRAND RAPIDS,MI,261461007486,2607486,42.985733,-85.579691,21
2023-2024,Fowler High School,Fowler Public Schools,MICHIGAN,MI,FOWLER,MI,261470005168,2605168,42.9962,-84.7415,42
2023-2024,Fowlerville High School,Fowlerville Community Schools,MICHIGAN,MI,FOWLERVILLE,MI,261473005170,2605170,42.670561,-84.07066,41
2023-2024,Frankenmuth High School,Frankenmuth School District,MICHIGAN,MI,FRANKENMUTH,MI,261476005172,2605172,43.335042,-83.732336,31
2023-2024,Fraser High School,Fraser Public Schools,MICHIGAN,MI,FRASER,MI,261482005179,2605179,42.5505,-82.9473,21
2023-2024,Fremont High School,Fremont Public School District,MICHIGAN,MI,FREMONT,MI,261515005194,2605194,43.4578,-85.948,41
2023-2024,Fruitport Alternative High School,Fruitport Community Schools,MICHIGAN,MI,FRUITPORT,MI,261539001794,2601794,43.131713,-86.164701,22
2023-2024,Fruitport High School,Fruitport Community Schools,MICHIGAN,MI,FRUITPORT,MI,261539005199,2605199,43.129867,-86.162374,22
2023-2024,Fruitport Adult Education,Fruitport Community Schools,MICHIGAN,MI,FRUITPORT,MI,261539007822,2607822,43.131713,-86.164701,22
2023-2024,Fulton High School,Fulton Schools,MICHIGAN,MI,MIDDLETON,MI,261542005202,2605202,43.174967,-84.711036,42
2023-2024,GalesburgAugusta Alternative Education,Galesburg-Augusta Community Schools,MICHIGAN,MI,Galesburg,MI,261545008314,2608314,42.2993,-85.4041,41
2023-2024,Cambridge Alternative High School,Garden City Public Schools,MICHIGAN,MI,GARDEN CITY,MI,261554002045,2602045,42.3353,-83.3273,21
2023-2024,Garden City High School,Garden City Public Schools,MICHIGAN,MI,GARDEN CITY,MI,261554005213,2605213,42.3347,-83.3295,21
2023-2024,Gaylord High SchoolVoc Bldg,Gaylord Community Schools,MICHIGAN,MI,GAYLORD,MI,261573005225,2605225,45.0466,-84.6711,41
2023-2024,Oscar A Carlson High School,Gibraltar School District,MICHIGAN,MI,ROCKWOOD,MI,261587005236,2605236,42.0852,-83.2119,21
2023-2024,Gladstone Area High School,Gladstone Area Schools,MICHIGAN,MI,GLADSTONE,MI,261597005245,2605245,45.867291,-87.060324,41
2023-2024,Gladwin Community Alternative HS,Gladwin Community Schools,MICHIGAN,MI,GLADWIN,MI,261599000518,2600518,43.981417,-84.524327,42
2023-2024,Gladwin High School,Gladwin Community Schools,MICHIGAN,MI,GLADWIN,MI,261599007485,2607485,43.9928,-84.4939,42
2023-2024,East Lee Campus,Godfrey-Lee Public Schools,MICHIGAN,MI,WYOMING,MI,261608000588,2600588,42.934022,-85.690929,13
2023-2024,Lee High School,Godfrey-Lee Public Schools,MICHIGAN,MI,Wyoming,MI,261608005260,2605260,42.931849,-85.700372,13
2023-2024,Godwin Heights Learning Center,Godwin Heights Public Schools,MICHIGAN,MI,GRAND RAPIDS,MI,261611000897,2600897,42.8999,-85.6657,13
2023-2024,Godwin Heights Senior High School,Godwin Heights Public Schools,MICHIGAN,MI,GRAND RAPIDS,MI,261611005261,2605261,42.9001,-85.6665,13
2023-2024,Goodrich High School,Goodrich Area Schools,MICHIGAN,MI,GOODRICH,MI,261632005267,2605267,42.9172,-83.5316,41
2023-2024,Central High School,Grand Haven Area Public Schools,MICHIGAN,MI,GRAND HAVEN,MI,261638005278,2605278,43.0606,-86.2251,22
2023-2024,Grand Haven High School,Grand Haven Area Public Schools,MICHIGAN,MI,GRAND HAVEN,MI,261638005282,2605282,43.0106,-86.2113,22
2023-2024,Career Development School,Grand Haven Area Public Schools,MICHIGAN,MI,GRAND HAVEN,MI,261638008122,2608122,43.0609,-86.2249,22
2023-2024,Grand Ledge High School,Grand Ledge Public Schools,MICHIGAN,MI,GRAND LEDGE,MI,261641005293,2605293,42.747135,-84.752302,21
2023-2024,Southeast Career Pathways,Grand Rapids Public Schools,MICHIGAN,MI,GRAND RAPIDS,MI,261644000885,2600885,42.937906,-85.663087,12
2023-2024,Newcomers Community School,Grand Rapids Public Schools,MICHIGAN,MI,GRAND RAPIDS,MI,261644001364,2601364,42.97324,-85.711386,12
2023-2024,Ottawa Hills High School,Grand Rapids Public Schools,MICHIGAN,MI,GRAND RAPIDS,MI,261644005338,2605338,42.925738,-85.627135,12
2023-2024,Union High School,Grand Rapids Public Schools,MICHIGAN,MI,GRAND RAPIDS,MI,261644005350,2605350,42.97324,-85.711386,12
2023-2024,Grand Rapids Learning Center,Grand Rapids Public Schools,MICHIGAN,MI,GRAND RAPIDS,MI,261644008226,2608226,42.963573,-85.658609,12
2023-2024,Innovation Central High,Grand Rapids Public Schools,MICHIGAN,MI,Grand Rapids,MI,261644008543,2608543,42.965863,-85.658828,12
2023-2024,Grand Rapids Public Museum High,Grand Rapids Public Schools,MICHIGAN,MI,GRAND RAPIDS,MI,261644008677,2608677,42.962022,-85.66357,12
2023-2024,Ottawa High Transition,Grand Rapids Public Schools,MICHIGAN,MI,GRAND RAPIDS,MI,261644008882,2608882,42.925738,-85.627135,12
2023-2024,Union High Transition,Grand Rapids Public Schools,MICHIGAN,MI,GRAND RAPIDS,MI,261644008894,2608894,42.97324,-85.711386,12
2023-2024,Grandville High School,Grandville Public Schools,MICHIGAN,MI,GRANDVILLE,MI,261647005381,2605381,42.879748,-85.769981,21
2023-2024,Grandville Education Center,Grandville Public Schools,MICHIGAN,MI,GRANDVILLE,MI,261647008958,2608958,42.902101,-85.777554,21
2023-2024,Grant High School,Grant Public School District,MICHIGAN,MI,GRANT,MI,261650005387,2605387,43.3381,-85.802,42
2023-2024,Grass Lake High School,Grass Lake Community Schools,MICHIGAN,MI,GRASS LAKE,MI,261683005391,2605391,42.2426,-84.2006,41
2023-2024,Grosse Ile High School,Grosse Ile Township Schools,MICHIGAN,MI,GROSSE ILE,MI,261722005401,2605401,42.1325,-83.143,21
2023-2024,Gull Lake Gateway Academy,Gull Lake Community Schools,MICHIGAN,MI,Richland,MI,261725008228,2608228,42.3758,-85.433685,41
2023-2024,Hamilton High School,Hamilton Community Schools,MICHIGAN,MI,HAMILTON,MI,261740005416,2605416,42.684866,-86.026895,41
2023-2024,Hamtramck High School,Hamtramck School District of the City of,MICHIGAN,MI,HAMTRAMCK,MI,261752005421,2605421,42.4026,-83.0577,21
2023-2024,Horizon High School,Hamtramck School District of the City of,MICHIGAN,MI,HAMTRAMCK,MI,261752007965,2607965,42.40117,-83.056871,21
2023-2024,HanoverHorton High School,Hanover-Horton School District,MICHIGAN,MI,HORTON,MI,261764005429,2605429,42.114047,-84.519464,42
2023-2024,Harbor Springs High School,Harbor Springs School District,MICHIGAN,MI,HARBOR SPGS,MI,261770005432,2605432,45.432206,-84.986084,33
2023-2024,Harper Creek High School,Harper Creek Community Schools,MICHIGAN,MI,BATTLE CREEK,MI,261773005437,2605437,42.2558,-85.1522,23
2023-2024,Harper Woods High School,Harper Woods The School District of the City of,MICHIGAN,MI,HARPER WOODS,MI,261776005441,2605441,42.4443,-82.9349,21
2023-2024,The Harper Woods College and Career Institute,Harper Woods The School District of the City of,MICHIGAN,MI,HARPER WOODS,MI,261776008935,2608935,42.448818,-82.940256,21
2023-2024,Harrison Community High School,Harrison Community Schools,MICHIGAN,MI,Harrison,MI,261782005444,2605444,44.0106,-84.8075,41
2023-2024,Hart High School,Hart Public School District,MICHIGAN,MI,HART,MI,261786005450,2605450,43.6973,-86.3713,43
2023-2024,Hartford High School,Hartford Public Schools,MICHIGAN,MI,HARTFORD,MI,261788005453,2605453,42.211728,-86.165365,42
2023-2024,Legacy High School,Hartland Consolidated Schools,MICHIGAN,MI,HOWELL,MI,261791000090,2600090,42.6342,-83.7647,22
2023-2024,Haslett High School,Haslett Public Schools,MICHIGAN,MI,HASLETT,MI,261794005467,2605467,42.7394,-84.406,21
2023-2024,Hastings High School,Hastings Area School District,MICHIGAN,MI,HASTINGS,MI,261797005473,2605473,42.6378,-85.2948,41
2023-2024,Hazel Park High School,Hazel Park School District of the City of,MICHIGAN,MI,HAZEL PARK,MI,261803005475,2605475,42.4652,-83.0904,21
2023-2024,Invest Roosevelt Alternative High School,Hazel Park School District of the City of,MICHIGAN,MI,HAZEL PARK,MI,261803008393,2608393,42.47031,-83.110964,21
2023-2024,Michigan Cyber Academy,Hazel Park School District of the City of,MICHIGAN,MI,HAZEL PARK,MI,261803008563,2608563,42.447755,-83.087461,21
2023-2024,Viking Virtual Academy,Hazel Park School District of the City of,MICHIGAN,MI,HAZEL PARK,MI,261803008776,2608776,42.4513,-83.0874,21
2023-2024,Hemlock High School,Hemlock Public School District,MICHIGAN,MI,Hemlock,MI,261818005487,2605487,43.418789,-84.230478,42
2023-2024,Hesperia High School,Hesperia Community Schools,MICHIGAN,MI,Hesperia,MI,261827005491,2605491,43.566426,-86.037961,42
2023-2024,Hillsdale High School,Hillsdale Community Schools,MICHIGAN,MI,HILLSDALE,MI,261839005507,2605507,41.9182,-84.639,32
2023-2024,Horizon Alternative School,Hillsdale Community Schools,MICHIGAN,MI,HILLSDALE,MI,261839007796,2607796,41.9182,-84.639,32
2023-2024,Holt Senior High School,Holt Public Schools,MICHIGAN,MI,HOLT,MI,261848005530,2605530,42.6379,-84.5758,21
2023-2024,Holton High School,Holton Public Schools,MICHIGAN,MI,HOLTON,MI,261851005536,2605536,43.41641,-86.085688,42
2023-2024,Homer Community High School,Homer Community School District,MICHIGAN,MI,HOMER,MI,261854005538,2605538,42.1418,-84.8102,42
2023-2024,Hopkins High School,Hopkins Public Schools,MICHIGAN,MI,HOPKINS,MI,261857005542,2605542,42.6208,-85.7594,42
2023-2024,Houghton Lake Community Education,Houghton Lake Community Schools,MICHIGAN,MI,HOUGHTON LAKE,MI,261860001615,2601615,44.3336,-84.8026,33
2023-2024,Howell High School,Howell Public Schools,MICHIGAN,MI,HOWELL,MI,261872005550,2605550,42.616437,-83.946072,22
2023-2024,Innovation Academy,Howell Public Schools,MICHIGAN,MI,HOWELL,MI,261872008860,2608860,42.601289,-83.919953,22
2023-2024,Hudsonville High School,Hudsonville Public School District,MICHIGAN,MI,HUDSONVILLE,MI,261884005563,2605563,42.86086,-85.862226,21
2023-2024,Huron High School,Huron School District,MICHIGAN,MI,NEW BOSTON,MI,261893005567,2605567,42.124133,-83.348621,21
2023-2024,Huron AI Center FRCS FRHS Program,Huron School District,MICHIGAN,MI,WOODHAVEN,MI,261893008552,2608552,42.100268,-83.282335,21
2023-2024,Huron Valley Adult Education,Huron Valley Schools,MICHIGAN,MI,WHITE LAKE,MI,261899002042,2602042,42.650137,-83.536534,41
2023-2024,Ida High School,Ida Public School District,MICHIGAN,MI,IDA,MI,261905005587,2605587,41.9065,-83.5696,41
2023-2024,Venture High School,Imlay City Community Schools,MICHIGAN,MI,IMLAY CITY,MI,261910000053,2600053,43.005014,-83.075689,42
2023-2024,Imlay City High School,Imlay City Community Schools,MICHIGAN,MI,IMLAY CITY,MI,261910005589,2605589,43.0165,-83.0849,42
2023-2024,Douglas R Welch High School,Ionia Public Schools,MICHIGAN,MI,IONIA,MI,261925001313,2601313,42.953334,-85.069917,32
2023-2024,Ionia High School,Ionia Public Schools,MICHIGAN,MI,IONIA,MI,261925005601,2605601,42.953334,-85.069917,32
2023-2024,Iron Mountain High School,Iron Mountain Public Schools,MICHIGAN,MI,IRON MOUNTAIN,MI,261941005611,2605611,45.818123,-88.070365,33
2023-2024,Gogebic Co Community Education,Ironwood Area Schools of Gogebic County,MICHIGAN,MI,IRONWOOD,MI,261947001791,2601791,46.47262,-90.16466,33
2023-2024,Ishpeming High School,Ishpeming Public School District No. 1,MICHIGAN,MI,ISHPEMING,MI,261953005619,2605619,46.48894,-87.664843,33
2023-2024,Jackson High School,Jackson Public Schools,MICHIGAN,MI,JACKSON,MI,261962005629,2605629,42.2499,-84.4185,13
2023-2024,Jackson County Jail,Jackson Public Schools,MICHIGAN,MI,JACKSON,MI,261962008299,2608299,42.244938,-84.40992,13
2023-2024,Jackson Pathways,Jackson Public Schools,MICHIGAN,MI,JACKSON,MI,261962008833,2608833,42.2496,-84.418972,13
2023-2024,Jefferson High School,Jefferson Schools (Monroe),MICHIGAN,MI,NEWPORT,MI,261980005636,2605636,41.956588,-83.311695,23
2023-2024,Jenison High School,Jenison Public Schools,MICHIGAN,MI,JENISON,MI,261983005645,2605645,42.9204,-85.8359,21
2023-2024,JohannesburgLewiston High School,Johannesburg-Lewiston Area Schools,MICHIGAN,MI,Johannesburg,MI,261989005647,2605647,44.982249,-84.454424,42
2023-2024,Jonesville High School,Jonesville Community Schools,MICHIGAN,MI,JONESVILLE,MI,261992005650,2605650,41.9769,-84.6499,41
2023-2024,Phoenix Alternative High School,Kalamazoo Public Schools,MICHIGAN,MI,Kalamazoo,MI,261995000047,2600047,42.277586,-85.600813,13
2023-2024,Kalamazoo Area Math and Science Center,Kalamazoo Public Schools,MICHIGAN,MI,KALAMAZOO,MI,261995000156,2600156,42.284639,-85.590231,13
2023-2024,Transition Services,Kalamazoo Public Schools,MICHIGAN,MI,KALAMAZOO,MI,261995000875,2600875,42.277586,-85.600813,13
2023-2024,Loy Norrix High School,Kalamazoo Public Schools,MICHIGAN,MI,KALAMAZOO,MI,261995005663,2605663,42.243483,-85.571784,13
2023-2024,Kalamazoo Central High School,Kalamazoo Public Schools,MICHIGAN,MI,KALAMAZOO,MI,261995005677,2605677,42.315647,-85.646496,22
2023-2024,Kalamazoo Innovative Learning Program,Kalamazoo Public Schools,MICHIGAN,MI,KALAMAZOO,MI,261995008761,2608761,42.257766,-85.589058,13
2023-2024,Brethren High School,Kaleva Norman Dickson School District,MICHIGAN,MI,BRETHREN,MI,262001005681,2605681,44.303162,-86.02227,42
2023-2024,Kalkaska High School,Kalkaska Public Schools,MICHIGAN,MI,Kalkaska,MI,262005005685,2605685,44.7362,-85.1854,42
2023-2024,Kearsley High School,Kearsley Community School District,MICHIGAN,MI,FLINT,MI,262007005692,2605692,43.070776,-83.610035,21
2023-2024,Kearsley Virtual Academy,Kearsley Community School District,MICHIGAN,MI,FLINT,MI,262007008934,2608934,43.070776,-83.610035,21
2023-2024,Kelloggsville High School,Kelloggsville Public Schools,MICHIGAN,MI,Wyoming,MI,262016005697,2605697,42.877037,-85.666312,13
2023-2024,54th Street Academy,Kelloggsville Public Schools,MICHIGAN,MI,GRAND RAPIDS,MI,262016008622,2608622,42.868235,-85.668427,13
2023-2024,Kenowa Hills High School,Kenowa Hills Public Schools,MICHIGAN,MI,GRAND RAPIDS,MI,262028005702,2605702,43.0331,-85.7514,21
2023-2024,Kenowa Hills Pathways High School,Kenowa Hills Public Schools,MICHIGAN,MI,Grand Rapids,MI,262028008817,2608817,43.033103,-85.75138,21
2023-2024,East Kentwood High School,Kentwood Public Schools,MICHIGAN,MI,GRAND RAPIDS,MI,262034005721,2605721,42.8503,-85.6193,21
2023-2024,Kingsley Area High School,Kingsley Area Schools,MICHIGAN,MI,KINGSLEY,MI,262038005722,2605722,44.5791,-85.5328,42
2023-2024,Laingsburg High School,Laingsburg Community Schools,MICHIGAN,MI,LAINGSBURG,MI,262055005727,2605727,42.876,-84.3424,42
2023-2024,Lake City High School,Lake City Area School District,MICHIGAN,MI,Lake City,MI,262061007749,2607749,44.337424,-85.211381,42
2023-2024,Lake Fenton High School,Lake Fenton Community Schools,MICHIGAN,MI,Linden,MI,262067005730,2605730,42.8433,-83.7504,41
2023-2024,Lake Orion Community High School,Lake Orion Community Schools,MICHIGAN,MI,LAKE ORION,MI,262073005739,2605739,42.7544,-83.2335,41
2023-2024,Learning Options High School,Lake Orion Community Schools,MICHIGAN,MI,Lake Orion,MI,262073008778,2608778,42.753717,-83.238043,21
2023-2024,Lakeshore High School,Lakeshore School District (Berrien),MICHIGAN,MI,STEVENSVILLE,MI,262082005745,2605745,42.013029,-86.4936,41
2023-2024,Lakeview High School,Lakeview Sch. District (Calhoun),MICHIGAN,MI,Battle Creek,MI,262085005749,2605749,42.2917,-85.2367,13
2023-2024,Lakeview Alternative High School,Lakeview Sch. District (Calhoun),MICHIGAN,MI,BATTLE CREEK,MI,262085008913,2608913,42.303365,-85.213305,13
2023-2024,Lakeview High School,Lakeview Public Schools (Macomb),MICHIGAN,MI,SAINT CLAIR SHORES,MI,262088005759,2605759,42.4949,-82.9028,21
2023-2024,LakeVille High School,LakeVille Community School District,MICHIGAN,MI,OTISVILLE,MI,262094005766,2605766,43.1667,-83.4626,42
2023-2024,Lamphere High School,Lamphere Public Schools,MICHIGAN,MI,MADISON HEIGHTS,MI,262112005781,2605781,42.5222,-83.1125,21
2023-2024,Hill Center,Lansing Public School District,MICHIGAN,MI,Lansing,MI,262115008436,2608436,42.673748,-84.590922,12
2023-2024,Lapeer High School,Lapeer Community Schools,MICHIGAN,MI,LAPEER,MI,262118005840,2605840,43.0381,-83.3019,31
2023-2024,Leslie High School,Leslie Public Schools,MICHIGAN,MI,LESLIE,MI,262145005852,2605852,42.460468,-84.44155,42
2023-2024,Ingham Virtual High School,Leslie Public Schools,MICHIGAN,MI,LESLIE,MI,262145008189,2608189,42.460468,-84.44155,42
2023-2024,Lincoln Senior High School,Lincoln Consolidated School District,MICHIGAN,MI,YPSILANTI,MI,262157005855,2605855,42.158668,-83.611294,41
2023-2024,Lincoln Park High School,Lincoln Park School District of the City of,MICHIGAN,MI,LINCOLN PARK,MI,262160005866,2605866,42.2457,-83.1898,21
2023-2024,Mixter School,Lincoln Park School District of the City of,MICHIGAN,MI,Lincoln Park,MI,262160008337,2608337,42.23652,-83.169563,21
2023-2024,Linden High School,Linden Community Schools,MICHIGAN,MI,LINDEN,MI,262169005870,2605870,42.8084,-83.8153,31
2023-2024,Livonia Career Technical Center,Livonia Public Schools School District,MICHIGAN,MI,LIVONIA,MI,262184000764,2600764,42.35564,-83.413559,13
2023-2024,Franklin High School,Livonia Public Schools School District,MICHIGAN,MI,LIVONIA,MI,262184005882,2605882,42.3559,-83.3452,13
